,city,date,fare,ride_id,driver_count,type
2036,Veronicaberg,2019-01-29,48.05,5232950000000.0,20,Suburban
2037,Davidfurt,2019-02-03,33.84,7159300000000.0,23,Suburban
2038,Davidfurt,2019-02-20,46.67,2882130000000.0,23,Suburban
2039,South Teresa,2019-04-25,38.81,8758070000000.0,21,Suburban
2040,West Hannah,2019-01-07,46.64,5788570000000.0,12,Suburban
2041,Lake Ann,2019-03-30,23.87,5126730000000.0,3,Suburban
2042,Bethanyland,2019-01-25,41.85,5327290000000.0,22,Suburban
2043,East Danielview,2019-02-14,20.26,7527860000000.0,22,Suburban
2044,South Brenda,2019-02-13,31.67,7824610000000.0,1,Suburban
2045,Colemanland,2019-04-16,42.08,9746040000000.0,23,Suburban
2046,Davidfurt,2019-04-06,17.99,8578110000000.0,23,Suburban
2047,Bethanyland,2019-01-28,23.73,4132450000000.0,22,Suburban
2048,Sotoville,2019-01-21,34.06,569750000000.0,10,Suburban
2049,East Aaronbury,2019-01-10,23.02,9265420000000.0,7,Suburban
2050,Colemanland,2019-01-11,49.28,4064530000000.0,23,Suburban
2051,Lewishaven,2019-04-27,18.56,4919830000000.0,23,Suburban
2052,Lake Omar,2019-01-17,28.54,8212830000000.0,22,Suburban
2053,New Shannonberg,2019-02-12,15.31,9476270000000.0,20,Suburban
2054,North Jeffrey,2019-02-16,26.66,7469050000000.0,11,Suburban
2055,South Brenda,2019-02-14,16.86,5976450000000.0,1,Suburban
2056,North Richardhaven,2019-02-07,27.02,640777000000.0,1,Suburban
2057,South Brenda,2019-04-10,35.83,4342840000000.0,1,Suburban
2058,Grayville,2019-01-20,24.53,6947590000000.0,2,Suburban
2059,Victoriaport,2019-01-15,14.87,8298840000000.0,16,Suburban
2060,South Teresa,2019-04-27,45.77,4660930000000.0,21,Suburban
2061,East Marymouth,2019-04-23,33.66,8238180000000.0,5,Suburban
2062,Lake Omar,2019-03-03,33.97,1570560000000.0,22,Suburban
2063,Lake Scott,2019-02-18,47.37,2725680000000.0,23,Suburban
2064,Port Shane,2019-02-16,22.81,8253620000000.0,7,Suburban
2065,Davidfurt,2019-04-27,45.98,5455000000000.0,23,Suburban
2066,Lake Ann,2019-01-10,18.22,2895880000000.0,3,Suburban
2067,New Raymond,2019-01-31,12.87,2300620000000.0,17,Suburban
2068,West Hannah,2019-03-09,21.44,8328600000000.0,12,Suburban
2069,Port Shane,2019-03-23,18.58,3261380000000.0,7,Suburban
2070,Barronchester,2019-02-04,45.75,7216530000000.0,11,Suburban
2071,Davidfurt,2019-02-12,49.55,3639310000000.0,23,Suburban
2072,Grayville,2019-05-01,26.26,6822740000000.0,2,Suburban
2073,Lake Robertside,2019-02-24,41.57,9698930000000.0,4,Suburban
2074,North Richardhaven,2019-01-16,21.06,1764360000000.0,1,Suburban
2075,Lewisland,2019-03-01,43.77,5013470000000.0,4,Suburban
2076,Mezachester,2019-02-13,38.55,8133380000000.0,14,Suburban
2077,Sotoville,2019-01-02,44.71,9903880000000.0,10,Suburban
2078,Mezachester,2019-04-19,17.51,1734500000000.0,14,Suburban
2079,South Teresa,2019-04-15,23.06,6617190000000.0,21,Suburban
2080,Davidfurt,2019-02-18,17.06,2084060000000.0,23,Suburban
2081,Lewisland,2019-02-18,23.87,4513270000000.0,4,Suburban
2082,East Aaronbury,2019-04-04,16.9,7217040000000.0,7,Suburban
2083,Mezachester,2019-02-17,34.17,1421350000000.0,14,Suburban
2084,North Timothy,2019-02-24,12.86,3764660000000.0,7,Suburban
2085,Veronicaberg,2019-04-23,47.51,9507120000000.0,20,Suburban
2086,Lake Scott,2019-03-16,20.1,5406590000000.0,23,Suburban
2087,New Raymond,2019-03-19,28.19,3977890000000.0,17,Suburban
2088,Josephside,2019-02-10,35.39,8536820000000.0,25,Suburban
2089,East Kentstad,2019-03-18,33.83,626555000000.0,20,Suburban
2090,Williamsonville,2019-04-25,32.93,556442000000.0,2,Suburban
2091,East Kentstad,2019-04-12,17.26,8439530000000.0,20,Suburban
2092,New Olivia,2019-03-22,24.8,4465620000000.0,20,Suburban
2093,Lake Ann,2019-02-08,40.27,3079660000000.0,3,Suburban
2094,Lake Omar,2019-03-29,14.77,6602870000000.0,22,Suburban
2095,Lake Omar,2019-01-17,35.94,8675080000000.0,22,Suburban
2096,Josephside,2019-02-28,41.18,2441490000000.0,25,Suburban
2097,East Kentstad,2019-03-04,20.83,2470070000000.0,20,Suburban
2098,Williamsonville,2019-03-22,38.41,1339340000000.0,2,Suburban
2099,Bethanyland,2019-04-30,27.99,9682190000000.0,22,Suburban
2100,North Timothy,2019-04-18,26.98,3678360000000.0,7,Suburban
2101,Lake Ann,2019-03-13,45.43,335808000000.0,3,Suburban
2102,Mezachester,2019-04-14,15.17,8116010000000.0,14,Suburban
2103,New Shannonberg,2019-04-17,39.47,6598930000000.0,20,Suburban
2104,West Kimmouth,2019-03-24,49.96,5947900000000.0,4,Suburban
2105,New Raymond,2019-02-01,35.6,225010000000.0,17,Suburban
2106,East Danielview,2019-05-04,40.02,3640760000000.0,22,Suburban
2107,Brandonfort,2019-04-19,44.24,1398340000000.0,10,Suburban
2108,New Olivia,2019-04-10,48.31,4543210000000.0,20,Suburban
2109,Myersshire,2019-02-15,40.6,5023010000000.0,19,Suburban
2110,Davidfurt,2019-02-01,20.44,185974000000.0,23,Suburban
2111,Port Shane,2019-02-16,29.99,3154240000000.0,7,Suburban
2112,South Brenda,2019-03-08,41.85,6400430000000.0,1,Suburban
2113,New Shannonberg,2019-02-26,24.28,555904000000.0,20,Suburban
2114,Lake Scott,2019-02-02,26.45,1380580000000.0,23,Suburban
2115,Rodriguezview,2019-02-19,42.1,4263530000000.0,20,Suburban
2116,Lake Robertside,2019-03-30,16.53,30234681362.0,4,Suburban
2117,Veronicaberg,2019-03-28,26.01,5590780000000.0,20,Suburban
2118,Colemanland,2019-02-16,15.04,4027290000000.0,23,Suburban
2119,Myersshire,2019-04-24,26.84,389315000000.0,19,Suburban
2120,New Olivia,2019-05-07,15.41,4679030000000.0,20,Suburban
2121,Nicolechester,2019-03-08,26.12,1533900000000.0,19,Suburban
2122,South Brenda,2019-04-26,33.74,1472990000000.0,1,Suburban
2123,South Teresa,2019-02-23,26.28,7865030000000.0,21,Suburban
2124,North Timothy,2019-02-19,22.97,8115510000000.0,7,Suburban
2125,Davidfurt,2019-02-03,40.18,8116980000000.0,23,Suburban
2126,East Danielview,2019-04-16,42.94,7303790000000.0,22,Suburban
2127,Brandonfort,2019-03-16,19.23,4358700000000.0,10,Suburban
2128,Lake Robertside,2019-01-23,14.29,2342890000000.0,4,Suburban
2129,South Brenda,2019-04-27,30.28,7027000000000.0,1,Suburban
2130,South Teresa,2019-01-20,30.37,9592210000000.0,21,Suburban
2131,East Danielview,2019-03-04,17.89,7640210000000.0,22,Suburban
2132,New Shannonberg,2019-05-02,28.99,3407810000000.0,20,Suburban
2133,Barronchester,2019-04-28,39.19,9917740000000.0,11,Suburban
2134,Barronchester,2019-03-19,46.42,2887140000000.0,11,Suburban
2135,West Hannah,2019-02-22,23.36,8179600000000.0,12,Suburban
2136,Nicolechester,2019-04-28,34.87,5101940000000.0,19,Suburban
2137,Lake Robertside,2019-02-10,20.98,7334650000000.0,4,Suburban
2138,Colemanland,2019-02-10,35.76,8313090000000.0,23,Suburban
2139,Bethanyland,2019-04-17,28.68,3150940000000.0,22,Suburban
2140,East Marymouth,2019-04-09,29.03,8442870000000.0,5,Suburban
2141,Rodriguezview,2019-04-22,44.68,1139540000000.0,20,Suburban
2142,Colemanland,2019-02-19,23.45,1224680000000.0,23,Suburban
2143,Lake Omar,2019-04-13,25.61,3667790000000.0,22,Suburban
2144,Davidfurt,2019-04-18,47.3,8289340000000.0,23,Suburban
2145,Davidfurt,2019-04-03,21.29,3934290000000.0,23,Suburban
2146,New Raymond,2019-03-28,14.75,775063000000.0,17,Suburban
2147,Lake Scott,2019-02-02,17.55,3947370000000.0,23,Suburban
2148,Lake Scott,2019-02-22,37.51,2591850000000.0,23,Suburban
2149,West Kimmouth,2019-02-02,36.71,6548130000000.0,4,Suburban
2150,Davidfurt,2019-05-07,13.05,112652000000.0,23,Suburban
2151,Port Shane,2019-03-27,28.8,4399580000000.0,7,Suburban
2152,Lake Ann,2019-05-02,47.44,9066130000000.0,3,Suburban
2153,North Timothy,2019-04-24,37.71,4499080000000.0,7,Suburban
2154,East Marymouth,2019-02-24,27.38,5224420000000.0,5,Suburban
2155,Lake Robertside,2019-01-25,48.81,6513320000000.0,4,Suburban
2156,Josephside,2019-02-25,35.8,2851090000000.0,25,Suburban
2157,Lake Robertside,2019-01-13,44.66,1757340000000.0,4,Suburban
2158,East Marymouth,2019-03-22,14.13,6502760000000.0,5,Suburban
2159,South Teresa,2019-01-13,20.93,6769230000000.0,21,Suburban
2160,Lake Robertside,2019-04-27,28.29,9595530000000.0,4,Suburban
2161,Lake Robertside,2019-04-07,46.5,5127950000000.0,4,Suburban
2162,Lake Omar,2019-01-03,14.61,7117230000000.0,22,Suburban
2163,Bethanyland,2019-03-23,40.07,635881000000.0,22,Suburban
2164,West Kimmouth,2019-04-29,31.59,8390230000000.0,4,Suburban
2165,Lewisland,2019-02-11,30.56,5326770000000.0,4,Suburban
2166,Barronchester,2019-04-02,28.55,9112680000000.0,11,Suburban
2167,Mezachester,2019-05-07,44.87,6587870000000.0,14,Suburban
2168,Rodriguezview,2019-04-07,13.71,4666120000000.0,20,Suburban
2169,Lewishaven,2019-04-12,49.15,6411390000000.0,23,Suburban
2170,South Brenda,2019-02-18,41.32,9773070000000.0,1,Suburban
2171,Lake Omar,2019-04-15,45.64,3815900000000.0,22,Suburban
2172,Lewisland,2019-01-30,46.7,9374530000000.0,4,Suburban
2173,Nicolechester,2019-01-22,32.03,8085250000000.0,19,Suburban
2174,Lake Scott,2019-01-11,23.44,8557670000000.0,23,Suburban
2175,Davidfurt,2019-02-05,27.55,6574880000000.0,23,Suburban
2176,Port Shane,2019-04-18,12.05,1546790000000.0,7,Suburban
2177,Bethanyland,2019-03-14,44.31,578530000000.0,22,Suburban
2178,South Teresa,2019-03-08,42.68,6551180000000.0,21,Suburban
2179,Josephside,2019-04-12,37.37,2632690000000.0,25,Suburban
2180,Myersshire,2019-04-17,20.51,4670050000000.0,19,Suburban
2181,Victoriaport,2019-02-06,45.86,6844390000000.0,16,Suburban
2182,Brandonfort,2019-01-30,17.5,6477220000000.0,10,Suburban
2183,Bethanyland,2019-03-15,39.66,9766440000000.0,22,Suburban
2184,East Marymouth,2019-03-05,25.44,7451160000000.0,5,Suburban
2185,North Jeffrey,2019-03-19,31.16,2458740000000.0,11,Suburban
2186,Victoriaport,2019-01-29,35.5,2186100000000.0,16,Suburban
2187,Mezachester,2019-01-15,16.6,3356050000000.0,14,Suburban
2188,Rodriguezview,2019-02-14,30.39,9180470000000.0,20,Suburban
2189,West Hannah,2019-02-23,23.5,7798760000000.0,12,Suburban
2190,Port Shane,2019-03-17,47.75,1417420000000.0,7,Suburban
2191,Colemanland,2019-01-22,46.43,3162070000000.0,23,Suburban
2192,Nicolechester,2019-03-28,26.22,122825000000.0,19,Suburban
2193,Josephside,2019-01-02,33.57,8530930000000.0,25,Suburban
2194,Lewisland,2019-01-23,26.69,4360440000000.0,4,Suburban
2195,South Teresa,2019-02-11,28.64,321468000000.0,21,Suburban
2196,West Kimmouth,2019-02-18,49.38,1631560000000.0,4,Suburban
2197,Davidfurt,2019-03-09,26.24,4652490000000.0,23,Suburban
2198,North Jeffrey,2019-02-21,22.96,6853850000000.0,11,Suburban
2199,East Kentstad,2019-04-10,21.38,9078910000000.0,20,Suburban
2200,Brandonfort,2019-04-04,21.56,8108430000000.0,10,Suburban
2201,Lewishaven,2019-03-29,14.21,126283000000.0,23,Suburban
2202,East Danielview,2019-04-26,40.76,2970660000000.0,22,Suburban
2203,Veronicaberg,2019-04-02,16.63,4528060000000.0,20,Suburban
2204,Lake Omar,2019-05-05,12.45,6384100000000.0,22,Suburban
2205,Lake Omar,2019-04-13,24.9,9454080000000.0,22,Suburban
2206,Josephside,2019-03-18,35.58,5452610000000.0,25,Suburban
2207,Port Shane,2019-03-19,40.39,910341000000.0,7,Suburban
2208,Rodriguezview,2019-02-21,36.37,4984770000000.0,20,Suburban
2209,East Kentstad,2019-01-10,24.65,7201950000000.0,20,Suburban
2210,Brandonfort,2019-03-03,46.01,2286160000000.0,10,Suburban
2211,North Timothy,2019-03-17,45.33,1758420000000.0,7,Suburban
2212,North Richardhaven,2019-03-19,18.01,2804270000000.0,1,Suburban
2213,East Danielview,2019-02-04,38.38,2528680000000.0,22,Suburban
2214,Colemanland,2019-04-05,43.91,389097000000.0,23,Suburban
2215,East Marymouth,2019-03-13,27.54,9783790000000.0,5,Suburban
2216,Lake Robertside,2019-02-16,47.31,6267380000000.0,4,Suburban
2217,North Jeffrey,2019-04-27,20.41,903067000000.0,11,Suburban
2218,East Danielview,2019-03-27,36.0,1410740000000.0,22,Suburban
2219,New Olivia,2019-02-05,35.76,5894790000000.0,20,Suburban
2220,Lake Robertside,2019-02-12,20.03,9626340000000.0,4,Suburban
2221,South Brenda,2019-03-19,48.98,8685640000000.0,1,Suburban
2222,Josephside,2019-04-24,42.58,1067620000000.0,25,Suburban
2223,West Kimmouth,2019-03-05,48.2,321833677.0,4,Suburban
2224,Barronchester,2019-04-05,33.5,91435348621.0,11,Suburban
2225,Bethanyland,2019-03-06,13.86,8571760000000.0,22,Suburban
2226,Lake Omar,2019-02-20,33.61,2721360000000.0,22,Suburban
2227,Williamsonville,2019-04-28,16.96,9631290000000.0,2,Suburban
2228,Colemanland,2019-01-19,24.4,6652560000000.0,23,Suburban
2229,Port Shane,2019-01-30,49.52,8262790000000.0,7,Suburban
2230,West Kimmouth,2019-03-13,18.72,9388330000000.0,4,Suburban
2231,Nicolechester,2019-05-05,15.43,8496650000000.0,19,Suburban
2232,Mezachester,2019-04-19,29.12,8894990000000.0,14,Suburban
2233,New Olivia,2019-03-27,34.54,4642970000000.0,20,Suburban
2234,East Danielview,2019-01-25,48.32,1831670000000.0,22,Suburban
2235,Brandonfort,2019-04-15,47.17,7388010000000.0,10,Suburban
2236,Port Shane,2019-04-03,15.59,127446000000.0,7,Suburban
2237,Colemanland,2019-05-04,12.62,4902710000000.0,23,Suburban
2238,South Teresa,2019-03-05,32.29,4981690000000.0,21,Suburban
2239,South Brenda,2019-04-25,23.6,1784020000000.0,1,Suburban
2240,East Aaronbury,2019-04-11,34.4,6540910000000.0,7,Suburban
2241,Sotoville,2019-03-13,14.36,8629530000000.0,10,Suburban
2242,West Hannah,2019-01-21,41.95,16507766547.0,12,Suburban
2243,South Teresa,2019-03-09,25.08,8136310000000.0,21,Suburban
2244,Bethanyland,2019-04-02,34.38,1783850000000.0,22,Suburban
2245,West Hannah,2019-03-02,13.92,7388940000000.0,12,Suburban
2246,Lake Robertside,2019-04-03,12.76,1301760000000.0,4,Suburban
2247,Colemanland,2019-01-10,27.7,8704070000000.0,23,Suburban
2248,East Marymouth,2019-02-12,47.41,7409660000000.0,5,Suburban
2249,New Raymond,2019-02-11,17.97,7551670000000.0,17,Suburban
2250,Randallchester,2019-04-13,43.22,1076080000000.0,9,Rural
2251,North Holly,2019-02-02,12.42,1985260000000.0,8,Rural
2252,Michaelberg,2019-03-27,54.85,4421840000000.0,6,Rural
2253,Lake Latoyabury,2019-02-23,47.9,3269650000000.0,2,Rural
2254,Lake Latoyabury,2019-05-06,51.8,4018030000000.0,2,Rural
2255,Taylorhaven,2019-04-06,45.31,2275360000000.0,1,Rural
2256,Garzaport,2019-02-18,36.16,2928340000000.0,7,Rural
2257,New Ryantown,2019-01-27,42.68,7994600000000.0,2,Rural
2258,Lake Latoyabury,2019-04-02,13.46,8232860000000.0,2,Rural
2259,North Holly,2019-02-16,39.46,4571480000000.0,8,Rural
2260,Bradshawfurt,2019-03-06,19.74,6080370000000.0,7,Rural
2261,South Marychester,2019-02-19,32.72,1481750000000.0,1,Rural
2262,Bradshawfurt,2019-03-24,57.51,2302000000000.0,7,Rural
2263,Lake Latoyabury,2019-01-22,13.5,8493340000000.0,2,Rural
2264,South Marychester,2019-01-02,52.12,3454020000000.0,1,Rural
2265,Jessicaport,2019-01-01,43.69,2424880000000.0,1,Rural
2266,South Jennifer,2019-04-01,21.63,9135980000000.0,7,Rural
2267,South Marychester,2019-02-21,55.4,8822360000000.0,1,Rural
2268,South Saramouth,2019-02-20,44.29,3622370000000.0,7,Rural
2269,Lake Latoyabury,2019-04-22,38.46,1671920000000.0,2,Rural
2270,Lake Jamie,2019-03-13,26.09,1599160000000.0,4,Rural
2271,Newtonview,2019-01-08,19.39,5350350000000.0,1,Rural
2272,Michaelberg,2019-01-18,15.12,1031700000000.0,6,Rural
2273,Jessicaport,2019-01-14,18.05,5405360000000.0,1,Rural
2274,South Marychester,2019-01-15,30.26,3837060000000.0,1,Rural
2275,North Jaime,2019-03-06,44.17,1152200000000.0,1,Rural
2276,Penaborough,2019-02-24,21.89,2069310000000.0,6,Rural
2277,North Jaime,2019-03-12,23.21,5987450000000.0,1,Rural
2278,Lake Latoyabury,2019-04-16,24.1,4896030000000.0,2,Rural
2279,South Jennifer,2019-03-07,48.79,9730630000000.0,7,Rural
2280,Taylorhaven,2019-03-05,38.18,8555320000000.0,1,Rural
2281,Jessicaport,2019-04-13,39.89,6511240000000.0,1,Rural
2282,South Marychester,2019-03-27,34.42,4230150000000.0,1,Rural
2283,Penaborough,2019-04-27,38.33,547014000000.0,6,Rural
2284,New Ryantown,2019-04-18,42.97,230914000000.0,2,Rural
2285,North Jaime,2019-04-04,51.83,9116050000000.0,1,Rural
2286,Harringtonfort,2019-01-06,47.33,3849750000000.0,4,Rural
2287,South Jennifer,2019-04-05,32.2,683984000000.0,7,Rural
2288,North Holly,2019-01-04,24.88,4195620000000.0,8,Rural
2289,Newtonview,2019-02-05,45.02,7075370000000.0,1,Rural
2290,Randallchester,2019-02-19,58.55,8004800000000.0,9,Rural
2291,Bradshawfurt,2019-03-24,19.89,7867400000000.0,7,Rural
2292,South Marychester,2019-02-25,54.66,3137560000000.0,1,Rural
2293,Bradshawfurt,2019-02-18,34.32,8882000000000.0,7,Rural
2294,Bradshawfurt,2019-04-08,55.19,1742950000000.0,7,Rural
2295,Jessicaport,2019-03-18,33.72,3046890000000.0,1,Rural
2296,Michaelberg,2019-03-27,38.62,364152000000.0,6,Rural
2297,West Heather,2019-03-12,26.55,7035850000000.0,4,Rural
2298,Garzaport,2019-04-17,17.31,6092410000000.0,7,Rural
2299,North Jaime,2019-02-01,17.05,9481120000000.0,1,Rural
2300,New Ryantown,2019-02-04,45.7,3570430000000.0,2,Rural
2301,North Holly,2019-04-21,18.54,6259090000000.0,8,Rural
2302,West Heather,2019-02-22,17.4,8702490000000.0,4,Rural
2303,Taylorhaven,2019-04-03,38.92,8300450000000.0,1,Rural
2304,Bradshawfurt,2019-04-07,49.7,5088810000000.0,7,Rural
2305,Michaelberg,2019-01-11,16.42,8800560000000.0,6,Rural
2306,Michaelberg,2019-04-22,19.27,26848733115.0,6,Rural
2307,North Holly,2019-03-28,35.45,3262490000000.0,8,Rural
2308,North Jaime,2019-05-06,41.18,7328090000000.0,1,Rural
2309,North Jaime,2019-04-04,43.86,8195440000000.0,1,Rural
2310,South Marychester,2019-04-23,25.94,2936620000000.0,1,Rural
2311,North Holly,2019-01-23,40.24,3921870000000.0,8,Rural
2312,Michaelberg,2019-05-02,52.71,5649530000000.0,6,Rural
2313,West Heather,2019-02-22,33.38,5551690000000.0,4,Rural
2314,Bradshawfurt,2019-02-23,37.05,2068420000000.0,7,Rural
2315,Penaborough,2019-01-14,54.1,432926000000.0,6,Rural
2316,New Ryantown,2019-04-30,50.81,5357550000000.0,2,Rural
2317,Michaelberg,2019-01-19,38.68,103218000000.0,6,Rural
2318,Taylorhaven,2019-04-01,54.65,9098060000000.0,1,Rural
2319,South Jennifer,2019-04-02,14.11,3828270000000.0,7,Rural
2320,Bradshawfurt,2019-04-10,19.07,739305000000.0,7,Rural
2321,Taylorhaven,2019-03-05,29.45,2159380000000.0,1,Rural
2322,Harringtonfort,2019-02-17,30.58,6835140000000.0,4,Rural
2323,Randallchester,2019-02-11,25.78,9010610000000.0,9,Rural
2324,New Ryantown,2019-04-05,50.98,4834860000000.0,2,Rural
2325,Penaborough,2019-02-03,51.8,5383430000000.0,6,Rural
2326,South Jennifer,2019-04-10,43.25,623929000000.0,7,Rural
2327,Lake Jamie,2019-04-30,37.33,6755480000000.0,4,Rural
2328,Harringtonfort,2019-04-16,17.39,4023960000000.0,4,Rural
2329,South Jennifer,2019-01-30,37.05,9545380000000.0,7,Rural
2330,Bradshawfurt,2019-01-19,56.78,1253400000000.0,7,Rural
2331,Jessicaport,2019-05-01,22.44,3725280000000.0,1,Rural
2332,Lake Latoyabury,2019-03-29,13.84,7906860000000.0,2,Rural
2333,Lake Jamie,2019-01-18,43.57,1174960000000.0,4,Rural
2334,Randallchester,2019-03-25,10.37,3216380000000.0,9,Rural
2335,Harringtonfort,2019-03-10,19.02,6717310000000.0,4,Rural
2336,Lake Latoyabury,2019-01-24,34.74,5962670000000.0,2,Rural
2337,Taylorhaven,2019-04-02,47.07,8573150000000.0,1,Rural
2338,South Jennifer,2019-03-11,49.82,1145340000000.0,7,Rural
2339,Harringtonfort,2019-02-26,54.66,9201590000000.0,4,Rural
2340,Newtonview,2019-04-01,26.73,3723530000000.0,1,Rural
2341,Michaelberg,2019-03-10,56.48,3757070000000.0,6,Rural
2342,Penaborough,2019-01-22,10.11,4129930000000.0,6,Rural
2343,Lake Latoyabury,2019-04-14,11.94,2040670000000.0,2,Rural
2344,North Jaime,2019-04-27,14.01,2156690000000.0,1,Rural
2345,West Heather,2019-02-04,13.97,7118890000000.0,4,Rural
2346,West Heather,2019-04-18,46.6,3671000000000.0,4,Rural
2347,West Heather,2019-03-02,20.99,5766450000000.0,4,Rural
2348,South Saramouth,2019-01-28,31.25,7118050000000.0,7,Rural
2349,West Heather,2019-03-06,48.11,2570550000000.0,4,Rural
2350,Garzaport,2019-05-06,18.9,8826700000000.0,7,Rural
2351,South Saramouth,2019-03-27,11.87,170352000000.0,7,Rural
2352,Randallchester,2019-04-07,10.79,1615470000000.0,9,Rural
2353,Harringtonfort,2019-01-09,31.84,3730690000000.0,4,Rural
2354,South Saramouth,2019-04-12,57.23,5081200000000.0,7,Rural
2355,North Holly,2019-01-03,19.9,5559510000000.0,8,Rural
2356,New Ryantown,2019-05-05,26.53,2302210000000.0,2,Rural
2357,West Heather,2019-02-02,53.07,2462950000000.0,4,Rural
2358,Lake Latoyabury,2019-02-25,16.18,8492920000000.0,2,Rural
2359,South Marychester,2019-01-19,49.44,90058815985.0,1,Rural
2360,Jessicaport,2019-01-31,58.29,623155000000.0,1,Rural
2361,Michaelberg,2019-03-22,38.3,8032730000000.0,6,Rural
2362,North Holly,2019-04-18,30.94,3441060000000.0,8,Rural
2363,Michaelberg,2019-03-13,37.72,8842610000000.0,6,Rural
2364,Lake Jamie,2019-02-25,28.65,5815760000000.0,4,Rural
2365,Lake Jamie,2019-04-19,16.29,3518680000000.0,4,Rural
2366,North Holly,2019-03-18,40.34,3787780000000.0,8,Rural
2367,Michaelberg,2019-01-27,38.42,862622000000.0,6,Rural
2368,Lake Jamie,2019-04-29,54.22,2489260000000.0,4,Rural
2369,Bradshawfurt,2019-01-30,51.39,1328270000000.0,7,Rural
2370,Michaelberg,2019-04-29,13.38,8550370000000.0,6,Rural
2371,Lake Latoyabury,2019-01-30,20.76,9018730000000.0,2,Rural
2372,North Jaime,2019-02-10,11.11,2781340000000.0,1,Rural
2373,West Heather,2019-05-07,44.94,4256850000000.0,4,Rural
2374,Newtonview,2019-04-25,55.84,9990580000000.0,1,Rural
